human_gene_id	human_gene_symbol	chimp_gene_id	chimp_gene_symbol	orthology_type	perc_id
ENSG00000105258	POLR2I	ENSPTRG00000010885	POLR2I	ortholog_one2one	100
ENSG00000105278	ZFR2	ENSPTRG00000010279	ZFR2	ortholog_one2one	98.2961
ENSG00000105298	CACTIN	ENSPTRG00000010272	CACTIN	ortholog_one2one	99.2084
ENSG00000105323	HNRNPUL1	ENSPTRG00000011019	HNRNPUL1	ortholog_one2one	99.8832
ENSG00000105364	MRPL4	ENSPTRG00000010462	MRPL4	ortholog_one2one	81.672
ENSG00000105372	RPS19	ENSPTRG00000011037	RPS19	ortholog_one2one	100
ENSG00000105373	NOP53	ENSPTRG00000043520	NOP53	ortholog_one2many	91.6318
ENSG00000105447	GRWD1	ENSPTRG00000011236	GRWD1	ortholog_one2one	99.7758
ENSG00000105576	TNPO2	ENSPTRG00000010535	TNPO2	ortholog_one2one	100
ENSG00000105618	PRPF31	ENSPTRG00000045480	PRPF31	ortholog_one2many	100
ENSG00000105640	RPL18A	ENSPTRG00000010686	RPL18A	ortholog_one2one	100
ENSG00000105671	DDX49	ENSPTRG00000010725	DDX49	ortholog_one2one	100
ENSG00000105705	SUGP1	ENSPTRG00000010737	SUGP1	ortholog_one2one	99.845
ENSG00000105771	SMG9	ENSPTRG00000011093	SMG9	ortholog_one2one	100
ENSG00000105793	GTPBP10	ENSPTRG00000048897	GTPBP10	ortholog_one2many	92.7649
ENSG00000105865	DUS4L	ENSPTRG00000019579	DUS4L	ortholog_one2one	100
ENSG00000105939	ZC3HAV1	ENSPTRG00000019750	ZC3HAV1	ortholog_one2one	97.4501
ENSG00000106105	GARS1	ENSPTRG00000019042	GARS1	ortholog_one2one	99.1881
ENSG00000106246	PTCD1	ENSPTRG00000019452	PTCD1	ortholog_one2one	98.4286
ENSG00000106263	EIF3B	ENSPTRG00000046041	EIF3B	ortholog_one2many	98.0344
ENSG00000106305	AIMP2	ENSPTRG00000018903	AIMP2	ortholog_one2many	97.5
ENSG00000106344	RBM28	ENSPTRG00000019659	RBM28	ortholog_one2one	100
ENSG00000106355	LSM5	ENSPTRG00000019057	LSM5	ortholog_one2one	100
ENSG00000106462	EZH2	ENSPTRG00000043336	EZH2	ortholog_one2many	99.2011
ENSG00000106591	MRPL32	ENSPTRG00000019121	MRPL32	ortholog_one2one	98.4043
ENSG00000107105	ELAVL2	ENSPTRG00000020830	ELAVL2	ortholog_one2one	100
ENSG00000107164	FUBP3	ENSPTRG00000044650	FUBP3	ortholog_one2many	73.6014
ENSG00000107201	RIGI	ENSPTRG00000020844	RIGI	ortholog_one2one	100
ENSG00000107290	SETX	ENSPTRG00000021495	SETX	ortholog_one2one	98.2069
ENSG00000107371	EXOSC3	ENSPTRG00000020952	EXOSC3	ortholog_one2one	99.2727
ENSG00000107581	EIF3A	ENSPTRG00000002988	EIF3A	ortholog_one2one	89.2909
ENSG00000107614	TRDMT1	ENSPTRG00000002327	TRDMT1	ortholog_one2one	99.7442
ENSG00000107625	DDX50	ENSPTRG00000002562	DDX50	ortholog_one2one	99.8643
ENSG00000107833	NPM3	ENSPTRG00000002875	NPM3	ortholog_one2one	100
ENSG00000107864	CPEB3	ENSPTRG00000002753	CPEB3	ortholog_one2one	99.8567
ENSG00000107929	LARP4B	ENSPTRG00000002235	LARP4B	ortholog_one2one	94.3089
ENSG00000107937	GTPBP4	ENSPTRG00000002236	GTPBP4	ortholog_one2one	74.1325
ENSG00000107951	MTPAP	ENSPTRG00000033794	MTPAP	ortholog_one2one	98.9691
ENSG00000107960	STN1	ENSPTRG00000002919	STN1	ortholog_one2one	99.1848
ENSG00000108064	TFAM	ENSPTRG00000048475	TFAM	ortholog_one2one	81.7073
ENSG00000108107	RPL28	ENSPTRG00000043492		ortholog_one2many	77.3723
ENSG00000108256	NUFIP2	ENSPTRG00000008947	NUFIP2	ortholog_one2one	99.7122
ENSG00000108298	RPL19	ENSPTRG00000009086	RPL19	ortholog_one2one	98.9796
ENSG00000108312	UBTF	ENSPTRG00000009269	UBTF	ortholog_one2one	100
ENSG00000108349	CASC3	ENSPTRG00000009115	CASC3	ortholog_one2one	66.7141
ENSG00000108406	DHX40	ENSPTRG00000009471	DHX40	ortholog_one2one	12.3235
ENSG00000108424	KPNB1	ENSPTRG00000009333	KPNB1	ortholog_one2one	100
ENSG00000108506	INTS2	ENSPTRG00000009496	INTS2	ortholog_one2one	99.8328
ENSG00000108561	C1QBP	ENSPTRG00000008631	C1QBP	ortholog_one2one	99.6454
ENSG00000108591	DRG2	ENSPTRG00000008842	DRG2	ortholog_one2one	100
ENSG00000108592	FTSJ3	ENSPTRG00000009524	FTSJ3	ortholog_one2one	99.5277
ENSG00000108651	UTP6	ENSPTRG00000008977	UTP6	ortholog_one2one	99.665
ENSG00000108826	MRPL27	ENSPTRG00000009396	MRPL27	ortholog_one2one	99.3243
ENSG00000108848	LUC7L3	ENSPTRG00000009409	LUC7L3	ortholog_one2one	98.8426
ENSG00000108883	EFTUD2	ENSPTRG00000009287	EFTUD2	ortholog_one2one	100
ENSG00000109111	SUPT6H	ENSPTRG00000008929	SUPT6H	ortholog_one2one	99.7682
ENSG00000109475	RPL34	ENSPTRG00000016353	RPL34	ortholog_one2one	100
ENSG00000109534	GAR1	ENSPTRG00000016364	GAR1	ortholog_one2one	99.5392
ENSG00000109606	DHX15	ENSPTRG00000015955	DHX15	ortholog_one2one	100
ENSG00000109618	SEPSECS	ENSPTRG00000015959	SEPSECS	ortholog_one2one	99.4012
ENSG00000109819	PPARGC1A	ENSPTRG00000015954	PPARGC1A	ortholog_one2one	99.7494
ENSG00000109832	DDX25	ENSPTRG00000004450	DDX25	ortholog_one2one	99.5859
ENSG00000110060	PUS3	ENSPTRG00000004449	PUS3	ortholog_one2one	99.1684
ENSG00000110063	DCPS	ENSPTRG00000004459	DCPS	ortholog_one2one	99.7033
ENSG00000110104	CCDC86	ENSPTRG00000003721	CCDC86	ortholog_one2one	98.8889
ENSG00000110107	PRPF19	ENSPTRG00000003724	PRPF19	ortholog_one2one	98.2143
ENSG00000110321	EIF4G2	ENSPTRG00000003362	EIF4G2	ortholog_one2one	97.4642
ENSG00000110619	CARS1	ENSPTRG00000003188	CARS1	ortholog_one2one	99.278
ENSG00000110700	RPS13	ENSPTRG00000044626	RPS13	ortholog_one2many	100
ENSG00000110844	PRPF40B	ENSPTRG00000004912	PRPF40B	ortholog_one2one	97.5336
ENSG00000110888	CAPRIN2	ENSPTRG00000004802	CAPRIN2	ortholog_one2one	95.1196
ENSG00000110958	PTGES3	ENSPTRG00000040440		ortholog_one2one	96.875
ENSG00000111196	MAGOHB	ENSPTRG00000046304	MAGOHB	ortholog_one2one	99.3243
ENSG00000111331	OAS3	ENSPTRG00000005478	OAS3	ortholog_one2one	99.356
ENSG00000111335	OAS2	ENSPTRG00000005479	OAS2	ortholog_one2one	98.3988
ENSG00000111361	EIF2B1	ENSPTRG00000005603	EIF2B1	ortholog_one2one	98.6885
ENSG00000111364	DDX55	ENSPTRG00000005601	DDX55	ortholog_one2one	99.6667
ENSG00000111405	ENDOU	ENSPTRG00000004863	ENDOU	ortholog_one2one	99.7561
ENSG00000111596	CNOT2	ENSPTRG00000005216	CNOT2	ortholog_one2one	100
ENSG00000111605	CPSF6	ENSPTRG00000005205	CPSF6	ortholog_one2one	100
ENSG00000111615	KRR1	ENSPTRG00000005238	KRR1	ortholog_one2one	99.7375
ENSG00000111639	MRPL51	ENSPTRG00000004575	MRPL51	ortholog_one2one	99.2188
ENSG00000111640	GAPDH	ENSPTRG00000004577	GAPDH	ortholog_one2one	100
ENSG00000111701	APOBEC1	ENSPTRG00000004614	APOBEC1	ortholog_one2one	98.3051
ENSG00000111786	SRSF9	ENSPTRG00000005535	SRSF9	ortholog_one2one	100
ENSG00000111880	RNGTT	ENSPTRG00000018413	RNGTT	ortholog_one2one	100
ENSG00000111911	HINT3	ENSPTRG00000018576	HINT3	ortholog_one2one	99.4505
ENSG00000112031	MTRF1L	ENSPTRG00000018722	MTRF1L	ortholog_one2one	98.4211
ENSG00000112081	SRSF3	ENSPTRG00000018106	SRSF3	ortholog_one2one	100
ENSG00000112110	MRPL18	ENSPTRG00000018761	MRPL18	ortholog_one2one	100
ENSG00000112183	RBM24	ENSPTRG00000017749	RBM24	ortholog_one2one	100
ENSG00000112232	KHDRBS2	ENSPTRG00000018311	KHDRBS2	ortholog_one2one	100
ENSG00000112306	RPS12	ENSPTRG00000018618	RPS12	ortholog_one2one	100
ENSG00000112339	HBS1L	ENSPTRG00000018630	HBS1L	ortholog_one2one	99.5614
ENSG00000112531	QKI	ENSPTRG00000018785	QKI	ortholog_one2one	98.827
ENSG00000112578	BYSL	ENSPTRG00000018163	BYSL	ortholog_one2one	99.7712
ENSG00000112584	FAM120B	ENSPTRG00000018825	FAM120B	ortholog_one2one	93.6264
ENSG00000112651	MRPL2	ENSPTRG00000018186	MRPL2	ortholog_one2one	99.3443
ENSG00000112739	PRP4K	ENSPTRG00000017683	PRP4K	ortholog_one2one	99.9007
ENSG00000112773	TENT5A	ENSPTRG00000047338	TENT5A	ortholog_one2one	100
ENSG00000112855	HARS2	ENSPTRG00000017326	HARS2	ortholog_one2one	97.2332
ENSG00000112941	TENT4A	ENSPTRG00000016717	TENT4A	ortholog_one2one	90.7828
ENSG00000112996	MRPS30	ENSPTRG00000016854	MRPS30	ortholog_one2one	99.7722
ENSG00000113048	MRPS27	ENSPTRG00000016967	MRPS27	ortholog_one2one	99.7585
ENSG00000113240	CLK4	ENSPTRG00000017605	CLK4	ortholog_one2one	100
ENSG00000113272	THG1L	ENSPTRG00000017473	THG1L	ortholog_one2one	98.9933
ENSG00000113300	CNOT6	ENSPTRG00000017636	CNOT6	ortholog_one2one	100
ENSG00000113360	DROSHA	ENSPTRG00000016762	DROSHA	ortholog_one2one	98.1805
ENSG00000113387	SUB1	ENSPTRG00000048895	SUB1	ortholog_one2one	100
ENSG00000113407	TARS1	ENSPTRG00000016775	TARS1	ortholog_one2one	99.7234
ENSG00000113460	BRIX1	ENSPTRG00000016784	BRIX1	ortholog_one2one	99.7167
ENSG00000113593	PPWD1	ENSPTRG00000016930	PPWD1	ortholog_one2one	99.5356
ENSG00000113643	RARS1	ENSPTRG00000017507	RARS1	ortholog_one2one	96.5152
ENSG00000113649	TCERG1	ENSPTRG00000017375	TCERG1	ortholog_one2one	98.4753
ENSG00000113658	SMAD5	ENSPTRG00000050059	SMAD5	ortholog_one2one	100
ENSG00000113742	CPEB4	ENSPTRG00000017545	CPEB4	ortholog_one2one	100
ENSG00000113761	ZNF346	ENSPTRG00000017573	ZNF346	ortholog_one2one	98.6395
ENSG00000114127	XRN1	ENSPTRG00000015482	XRN1	ortholog_one2one	99.2326
ENSG00000114391	RPL24	ENSPTRG00000046386	RPL24	ortholog_one2one	100
ENSG00000114416	FXR1	ENSPTRG00000015656	FXR1	ortholog_one2one	100
ENSG00000114503	NCBP2	ENSPTRG00000048726	NCBP2	ortholog_one2one	93.5897
ENSG00000114686	MRPL3	ENSPTRG00000015396	MRPL3	ortholog_one2one	99.4253
ENSG00000114767	RRP9	ENSPTRG00000014980	RRP9	ortholog_one2one	99.3684
ENSG00000114784	EIF1B	ENSPTRG00000014776	EIF1B	ortholog_one2one	100
ENSG00000114867	EIF4G1	ENSPTRG00000015690	EIF4G1	ortholog_one2one	97.1232
ENSG00000114942	EEF1B2	ENSPTRG00000049619	EEF1B2	ortholog_one2one	100
ENSG00000115053	NCL	ENSPTRG00000013025	NCL	ortholog_one2one	99.7183
ENSG00000115128	SF3B6	ENSPTRG00000011709	SF3B6	ortholog_one2one	100
ENSG00000115211	EIF2B4	ENSPTRG00000011765	EIF2B4	ortholog_one2one	99.4264
ENSG00000115267	IFIH1	ENSPTRG00000012582	IFIH1	ortholog_one2one	99.5122
ENSG00000115268	RPS15	ENSPTRG00000040744		ortholog_one2many	90.3448
ENSG00000115364	MRPL19	ENSPTRG00000012108	MRPL19	ortholog_one2one	99.6575
ENSG00000115421	PAPOLG	ENSPTRG00000011948	PAPOLG	ortholog_one2one	100
ENSG00000115524	SF3B1	ENSPTRG00000012771	SF3B1	ortholog_one2one	91.411
ENSG00000115677	HDLBP	ENSPTRG00000013121	HDLBP	ortholog_one2one	99.8423
ENSG00000115761	NOL10	ENSPTRG00000011651	NOL10	ortholog_one2one	97.093
ENSG00000115816	CEBPZ	ENSPTRG00000011836	CEBPZ	ortholog_one2one	98.7666
ENSG00000115866	DARS1	ENSPTRG00000012500	DARS1	ortholog_one2one	99.6008
ENSG00000115875	SRSF7	ENSPTRG00000011851	SRSF7	ortholog_one2one	100
ENSG00000115946	PNO1	ENSPTRG00000011999	PNO1	ortholog_one2one	99.2064
ENSG00000116001	TIA1	ENSPTRG00000023495	TIA1	ortholog_one2one	95.3368
ENSG00000116120	FARSB	ENSPTRG00000012974	FARSB	ortholog_one2one	99.4907
ENSG00000116221	MRPL37	ENSPTRG00000000769	MRPL37	ortholog_one2one	94.5626
ENSG00000116251	RPL22	ENSPTRG00000000076	RPL22	ortholog_one2one	100
ENSG00000116288	PARK7	ENSPTRG00000000102	PARK7	ortholog_one2one	99.4709
ENSG00000116350	SRSF4	ENSPTRG00000000445	SRSF4	ortholog_one2one	99.7976
ENSG00000116539	ASH1L	ENSPTRG00000001425	ASH1L	ortholog_one2one	99.7638
ENSG00000116560	SFPQ	ENSPTRG00000000518	SFPQ	ortholog_one2one	95.7567
ENSG00000116668	SWT1	ENSPTRG00000001777	SWT1	ortholog_one2one	99
ENSG00000116698	SMG7	ENSPTRG00000001764	SMG7	ortholog_one2one	93.3446
ENSG00000116747	RO60	ENSPTRG00000001794	RO60	ortholog_one2one	99.8141
ENSG00000116754	SRSF11	ENSPTRG00000000852	SRSF11	ortholog_one2one	100
ENSG00000116791	CRYZ	ENSPTRG00000000865	CRYZ	ortholog_one2one	99.0881
ENSG00000116830	TTF2	ENSPTRG00000001162	TTF2	ortholog_one2one	99.1394
ENSG00000116874	WARS2	ENSPTRG00000001173	WARS2	ortholog_one2one	100
ENSG00000116898	MRPS15	ENSPTRG00000000541	MRPS15	ortholog_one2one	98.0545
ENSG00000116918	TSNAX	ENSPTRG00000002111	TSNAX	ortholog_one2one	99.6552
ENSG00000117133	RPF1	ENSPTRG00000000901	RPF1	ortholog_one2one	100
ENSG00000117174	ZNHIT6	ENSPTRG00000000917	ZNHIT6	ortholog_one2one	99.5745
ENSG00000117395	EBNA1BP2	ENSPTRG00000000625	EBNA1BP2	ortholog_one2one	100
ENSG00000117408	IPO13	ENSPTRG00000000646	IPO13	ortholog_one2one	100
ENSG00000117419	ERI3	ENSPTRG00000000655	ERI3	ortholog_one2one	100
ENSG00000117450	PRDX1	ENSPTRG00000000675	PRDX1	ortholog_one2one	100
ENSG00000117481	NSUN4	ENSPTRG00000000692	NSUN4	ortholog_one2one	99.7396
ENSG00000117569	PTBP2	ENSPTRG00000000987	PTBP2	ortholog_one2one	94.162
ENSG00000117593	DARS2	ENSPTRG00000001698	DARS2	ortholog_one2one	99.2248
ENSG00000117614	SYF2	ENSPTRG00000000352	SYF2	ortholog_one2one	99.5885
ENSG00000117751	PPP1R8	ENSPTRG00000000417	PPP1R8	ortholog_one2one	100
ENSG00000117877	POLR1G	ENSPTRG00000011151	POLR1G	ortholog_one2one	99.2157
ENSG00000118181	RPS25	ENSPTRG00000004361	RPS25	ortholog_one2one	100
ENSG00000118197	DDX59	ENSPTRG00000001821	DDX59	ortholog_one2one	99.0307
ENSG00000118246	FASTKD2	ENSPTRG00000012848	FASTKD2	ortholog_one2one	99.2958
ENSG00000119203	CPSF3	ENSPTRG00000011638	CPSF3	ortholog_one2one	99.8538
ENSG00000119285	HEATR1	ENSPTRG00000002141	HEATR1	ortholog_one2one	99.5336
ENSG00000119314	PTBP3	ENSPTRG00000021263	PTBP3	ortholog_one2one	99.4275
ENSG00000119392	GLE1	ENSPTRG00000021431	GLE1	ortholog_one2one	96.2751
ENSG00000119446	RBM18	ENSPTRG00000021323	RBM18	ortholog_one2one	100
ENSG00000119616	FCF1	ENSPTRG00000006540	FCF1	ortholog_one2one	100
ENSG00000119705	SLIRP	ENSPTRG00000030691	SLIRP	ortholog_one2one	83.4862
ENSG00000119707	RBM25	ENSPTRG00000006509	RBM25	ortholog_one2one	100
ENSG00000119718	EIF2B2	ENSPTRG00000006547	EIF2B2	ortholog_one2one	99.4302
ENSG00000119812	FAM98A	ENSPTRG00000011825	FAM98A	ortholog_one2one	99.4209
ENSG00000119917	IFIT3	ENSPTRG00000029834	IFIT3	ortholog_one2one	99.1837
ENSG00000119922	IFIT2	ENSPTRG00000002733	IFIT2	ortholog_one2one	99.1525
ENSG00000119953	SMNDC1	ENSPTRG00000002937	SMNDC1	ortholog_one2one	99.5798
ENSG00000120158	RCL1	ENSPTRG00000020743	RCL1	ortholog_one2one	99.4638
ENSG00000120333	MRPS14	ENSPTRG00000045279	MRPS14	ortholog_one2one	91.4062
ENSG00000120658	ENOX1	ENSPTRG00000005832	ENOX1	ortholog_one2one	100
ENSG00000120662	MTRF1	ENSPTRG00000005815	MTRF1	ortholog_one2one	100
ENSG00000120688	WBP4	ENSPTRG00000005812	WBP4	ortholog_one2one	99.2021
ENSG00000120693	SMAD9	ENSPTRG00000005788	SMAD9	ortholog_one2one	99.7859
ENSG00000120699	EXOSC8	ENSPTRG00000005790	EXOSC8	ortholog_one2one	99.6377
ENSG00000120705	ETF1	ENSPTRG00000049560		ortholog_one2many	78.032
ENSG00000120727	PAIP2	ENSPTRG00000017296	PAIP2	ortholog_one2one	97.6378
ENSG00000120800	UTP20	ENSPTRG00000005349	UTP20	ortholog_one2one	99.3896
ENSG00000120948	TARDBP	ENSPTRG00000000136	TARDBP	ortholog_one2many	100
ENSG00000121057	AKAP1	ENSPTRG00000009436	AKAP1	ortholog_one2one	98.4496
ENSG00000121060	TRIM25	ENSPTRG00000009432	TRIM25	ortholog_one2one	98.7302
ENSG00000121274	TENT4B	ENSPTRG00000008101	TENT4B	ortholog_one2one	94.8107
ENSG00000121390	PSPC1	ENSPTRG00000005677	PSPC1	ortholog_one2one	96.7495
ENSG00000121486	TRMT1L	ENSPTRG00000001776	TRMT1L	ortholog_one2one	99.5907
ENSG00000121766	ZCCHC17	ENSPTRG00000000456	ZCCHC17	ortholog_one2one	93.361
ENSG00000121774	KHDRBS1	ENSPTRG00000000469	KHDRBS1	ortholog_one2one	100
ENSG00000122026	RPL21	ENSPTRG00000005728	RPL21	ortholog_one2one	100
ENSG00000122033	MTIF3	ENSPTRG00000005732	MTIF3	ortholog_one2one	99.6403
ENSG00000122034	GTF3A	ENSPTRG00000005730	GTF3A	ortholog_one2one	99.4521
ENSG00000122068	FYTTD1	ENSPTRG00000015796	FYTTD1	ortholog_one2one	100
ENSG00000122085	MTERF4	ENSPTRG00000013116	MTERF4	ortholog_one2one	95.5381
ENSG00000122140	MRPS2	ENSPTRG00000021537	MRPS2	ortholog_one2many	98.3108
ENSG00000122257	RBBP6	ENSPTRG00000007897	RBBP6	ortholog_one2one	99.6652
ENSG00000122299	ZC3H7A	ENSPTRG00000007776	ZC3H7A	ortholog_one2one	99.5881
ENSG00000122406	RPL5	ENSPTRG00000000963	RPL5	ortholog_one2one	99.6633
ENSG00000122435	TRMT13	ENSPTRG00000001001	TRMT13	ortholog_one2one	99.3763
ENSG00000122566	HNRNPA2B1	ENSPTRG00000019002	HNRNPA2B1	ortholog_one2one	99.7067
ENSG00000122687	MRM2	ENSPTRG00000018857	MRM2	ortholog_one2one	98.374
ENSG00000122729	ACO1	ENSPTRG00000020843	ACO1	ortholog_one2one	99.8875
ENSG00000122870	BICC1	ENSPTRG00000002520	BICC1	ortholog_one2one	99.7947
ENSG00000122965	RBM19	ENSPTRG00000005494	RBM19	ortholog_one2one	99.2708
ENSG00000123064	DDX54	ENSPTRG00000005483	DDX54	ortholog_one2one	99.319
ENSG00000123136	DDX39A	ENSPTRG00000010590	DDX39A	ortholog_one2many	100
ENSG00000123154	WDR83	ENSPTRG00000010532	WDR83	ortholog_one2one	99.6825
ENSG00000123200	ZC3H13	ENSPTRG00000005851	ZC3H13	ortholog_one2one	99.7603
ENSG00000123297	TSFM	ENSPTRG00000005152	TSFM	ortholog_one2one	98.7692
ENSG00000123352	SPATS2	ENSPTRG00000004907	SPATS2	ortholog_one2one	99.2661
ENSG00000123636	BAZ2B	ENSPTRG00000012563	BAZ2B	ortholog_one2one	99.7694
ENSG00000123737	EXOSC9	ENSPTRG00000044568	EXOSC9	ortholog_one2one	99.5444
ENSG00000123908	AGO2	ENSPTRG00000020622	AGO2	ortholog_one2one	99.0687
ENSG00000124193	SRSF6	ENSPTRG00000044686	SRSF6	ortholog_one2one	99.7093
ENSG00000124201	ZNFX1	ENSPTRG00000013603	ZNFX1	ortholog_one2one	99.7393
ENSG00000124214	STAU1	ENSPTRG00000023130	STAU1	ortholog_one2one	95.3206
ENSG00000124228	DDX27	ENSPTRG00000013602	DDX27	ortholog_one2one	94.6405
ENSG00000124279	FASTKD3	ENSPTRG00000016720	FASTKD3	ortholog_one2one	99.0937
ENSG00000124374	PAIP2B	ENSPTRG00000012046	PAIP2B	ortholog_one2one	100
ENSG00000124383	MPHOSPH10	ENSPTRG00000012045	MPHOSPH10	ortholog_one2one	98.9721
ENSG00000124541	RRP36	ENSPTRG00000018184	RRP36	ortholog_one2one	98.8417
ENSG00000124562	SNRPC	ENSPTRG00000018070	SNRPC	ortholog_one2one	100
ENSG00000124571	XPO5	ENSPTRG00000018204	XPO5	ortholog_one2one	99.7508
ENSG00000124608	AARS2	ENSPTRG00000018222	AARS2	ortholog_one2one	99.6954
ENSG00000124614	RPS10	ENSPTRG00000045774		ortholog_one2one	91.5152
ENSG00000124701	APOBEC2	ENSPTRG00000029679	APOBEC2	ortholog_one2one	99.5536
ENSG00000124784	RIOK1	ENSPTRG00000017700	RIOK1	ortholog_one2one	98.7676
ENSG00000124787	RPP40	ENSPTRG00000017690	RPP40	ortholog_one2one	97.7961
ENSG00000124788	ATXN1	ENSPTRG00000039250	ATXN1	ortholog_one2one	98.8957
ENSG00000124789	NUP153	ENSPTRG00000017752	NUP153	ortholog_one2one	99.1864
ENSG00000124795	DEK	ENSPTRG00000017758	DEK	ortholog_one2one	99.2
ENSG00000124802	EEF1E1	ENSPTRG00000017709	EEF1E1	ortholog_one2one	100
ENSG00000124831	LRRFIP1	ENSPTRG00000051036		ortholog_one2many	36.875
ENSG00000125107	CNOT1	ENSPTRG00000008183	CNOT1	ortholog_one2one	100
ENSG00000125207	PIWIL1	ENSPTRG00000005633	PIWIL1	ortholog_one2one	99.5354
ENSG00000125351	UPF3B	ENSPTRG00000022228	UPF3B	ortholog_one2one	100
ENSG00000125352	RNF113A	ENSPTRG00000022231	RNF113A	ortholog_one2one	99.7085
ENSG00000125445	MRPS7	ENSPTRG00000009639	MRPS7	ortholog_one2one	90.4959
ENSG00000125457	MIF4GD	ENSPTRG00000009640	MIF4GD	ortholog_one2one	100
ENSG00000125485	DDX31	ENSPTRG00000021500	DDX31	ortholog_one2one	98.7936
ENSG00000125651	GTF2F1	ENSPTRG00000010362	GTF2F1	ortholog_one2one	99.4197
ENSG00000125676	THOC2	ENSPTRG00000022246	THOC2	ortholog_one2one	98.619
ENSG00000125691	RPL23	ENSPTRG00000009079	RPL23	ortholog_one2one	100
ENSG00000125743	SNRPD2	ENSPTRG00000011162	SNRPD2	ortholog_one2one	100
ENSG00000125755	SYMPK	ENSPTRG00000011169	SYMPK	ortholog_one2one	99.7645
ENSG00000125835	SNRPB	ENSPTRG00000013176	SNRPB	ortholog_one2one	63.6364
ENSG00000125844	RRBP1	ENSPTRG00000013276	RRBP1	ortholog_one2one	92.4113
ENSG00000125870	SNRPB2	ENSPTRG00000013271	SNRPB2	ortholog_one2one	99.5556
ENSG00000125901	MRPS26	ENSPTRG00000013188	MRPS26	ortholog_one2one	100
ENSG00000125944	HNRNPR	ENSPTRG00000000324	HNRNPR	ortholog_one2one	100
ENSG00000125970	RALY	ENSPTRG00000013410	RALY	ortholog_one2one	95.4248
ENSG00000125977	EIF2S2	ENSPTRG00000013412	EIF2S2	ortholog_one2one	100
ENSG00000126070	AGO3	ENSPTRG00000000529	AGO3	ortholog_one2one	100
ENSG00000126254	RBM42	ENSPTRG00000010852	RBM42	ortholog_one2one	100
ENSG00000126461	SCAF1	ENSPTRG00000011308	SCAF1	ortholog_one2one	94.0549
ENSG00000126524	SBDS	ENSPTRG00000019254	SBDS	ortholog_one2one	100
ENSG00000126653	NSRP1	ENSPTRG00000008957	NSRP1	ortholog_one2one	99.2832
ENSG00000126814	TRMT5	ENSPTRG00000006415	TRMT5	ortholog_one2one	98.6248
ENSG00000126945	HNRNPH2	ENSPTRG00000046132		ortholog_one2one	68.5969
ENSG00000127022	CANX	ENSPTRG00000017621	CANX	ortholog_one2one	99.3243
ENSG00000127054	INTS11	ENSPTRG00000051102	INTS11	ortholog_one2one	98.3333
ENSG00000127993	RBM48	ENSPTRG00000019397	RBM48	ortholog_one2one	98.6376
ENSG00000128016	ZFP36	ENSPTRG00000010968	ZFP36	ortholog_one2one	99.6933
ENSG00000128191	DGCR8	ENSPTRG00000014073	DGCR8	ortholog_one2one	100
ENSG00000128311	TST	ENSPTRG00000014323	TST	ortholog_one2one	99.3266
ENSG00000128394	APOBEC3F	ENSPTRG00000014385	APOBEC3C	ortholog_one2one	96.5147
ENSG00000128534	LSM8	ENSPTRG00000046596	LSM8	ortholog_one2one	78.125
ENSG00000128626	MRPS12	ENSPTRG00000010948	MRPS12	ortholog_one2one	99.2754
ENSG00000128739	SNRPN	ENSPTRG00000006826	SNRPN	ortholog_one2one	99.5833
ENSG00000128829	EIF2AK4	ENSPTRG00000006910	EIF2AK4	ortholog_one2one	99.8787
ENSG00000129084	PSMA1	ENSPTRG00000003385	PSMA1	ortholog_one2one	99.6198
ENSG00000129245	FXR2	ENSPTRG00000008698	FXR2	ortholog_one2one	99.8514
ENSG00000129315	CCNT1	ENSPTRG00000004883	CCNT1	ortholog_one2one	99.5868
ENSG00000129317	PUS7L	ENSPTRG00000004843	PUS7L	ortholog_one2one	98.8588
ENSG00000129351	ILF3	ENSPTRG00000010480	ILF3	ortholog_one2one	99.6659
ENSG00000129460	NGDN	ENSPTRG00000006177	NGDN	ortholog_one2one	99.0476
ENSG00000129538	RNASE1	ENSPTRG00000006105	RNASE1	ortholog_one2one	98.0769
ENSG00000129566	TEP1	ENSPTRG00000006090	TEP1	ortholog_one2one	98.6296
ENSG00000129824	RPS4Y1	ENSPTRG00000022470	RPS4Y1	ortholog_one2one	99.6198
ENSG00000130119	GNL3L	ENSPTRG00000050609	GNL3L	ortholog_one2one	98.7972
ENSG00000130227	XPO7	ENSPTRG00000020044	XPO7	ortholog_one2one	99.264
ENSG00000130244	FAM98C	ENSPTRG00000049914	FAM98C	ortholog_one2many	99.7135
ENSG00000130254	SAFB2	ENSPTRG00000010334	SAFB2	ortholog_one2one	93.7041
ENSG00000130299	GTPBP3	ENSPTRG00000010670	GTPBP3	ortholog_one2one	99.187
ENSG00000130305	NSUN5	ENSPTRG00000045195	NSUN5	ortholog_one2one	99.3562
ENSG00000130312	MRPL34	ENSPTRG00000029090	MRPL34	ortholog_one2one	96.7391
ENSG00000130332	LSM7	ENSPTRG00000010233	LSM7	ortholog_one2one	100
ENSG00000130348	QRSL1	ENSPTRG00000018462	QRSL1	ortholog_one2one	100
ENSG00000130520	LSM4	ENSPTRG00000031470	LSM4	ortholog_one2one	89.2086
ENSG00000130589	HELZ2	ENSPTRG00000013743	HELZ2	ortholog_one2one	96.678
ENSG00000130713	EXOSC2	ENSPTRG00000021476	EXOSC2	ortholog_one2many	100
